pwsid,name,type,population,owner_type,primary_source,address,lat,lng,total_violations,health_violations,unaddressed_violations,risk_level,marker_color
GA0310167,MILL CREEK LANDING,CWS,123,P,GW,"STATESBORO, Bulloch County, GA",32.160196743418275,-83.96333809014003,35,0,2,Medium,orange
GA0310168,MEADOW LAKES PLANTATION SUBDIVISION,CWS,429,P,GW,"STATESBORO, Bulloch County, GA",32.31595817468922,-83.69232387517903,30,4,2,High,red
GA0310169,WESTRIDGE SUBDIVISION,CWS,47,P,GW,"STATESBORO, Bulloch County, GA",31.90764529708596,-84.28379392291241,51,0,2,Medium,orange
GA0310170,HODGES SUBDIVISION,CWS,44,P,GW,"STATESBORO, Bulloch County, GA",31.798239237848854,-84.6417171623322,19,2,0,High,red
GA0310171,DEERFIELD SUBDIVISION,CWS,135,P,GW,"STATESBORO, Bulloch County, GA",33.24999457094171,-82.9739881986133,30,1,2,High,red
GA0310172,NORTHWOOD SUBDIVISION,CWS,169,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,17,0,0,Low,yellow
GA0310174,CHANCE`S MOBILE HOME PARK,CWS,146,P,GW,"STATESBORO, Bulloch County, GA",33.749,-84.388,49,8,0,High,red
GA0310177,OLD MILL POND SUBDIVISION,CWS,55,P,GW,"STATESBORO, Bulloch County, GA",32.0835,-81.0998,29,0,0,Low,yellow
GA0310178,BIRD ROAD TRAILER PARK,CWS,107,P,GW,"STATESBORO, Bulloch County, GA",33.749,-84.388,2,0,0,Low,yellow
GA0310180,TIMBERLAND POINT APARTMENTS,CWS,291,P,GW,"STATESBORO, Bulloch County, GA",32.369543948502375,-84.05987298919956,26,4,0,High,red
GA0310183,HUNTERS POINT SUBDIVISION,CWS,507,P,GW,"STATESBORO, Bulloch County, GA",32.76379724853387,-84.58158733753237,25,5,1,High,red
GA0310184,SOUTHERN COMFORT SUBDIVISION,CWS,159,P,GW,"STATESBORO, Bulloch County, GA",33.267520795362884,-84.78402037362703,25,0,2,Medium,orange
GA0310185,ON THE POND SUBDIVISION,CWS,159,P,GW,"STATESBORO, Bulloch County, GA",31.652248590156947,-82.18968734375709,30,0,3,Medium,orange
GA0310187,ENGLISH OAKS MOBILE HOME PARK,CWS,226,P,GW,"POOLER, Bulloch County, GA",32.77139453643389,-84.67016143277961,12,2,0,High,red
GA0310188,OLNEY STATION SUBDIVISION,CWS,289,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,38,0,0,Low,yellow
GA0310189,PLANTATION MOBILE ESTATES,CWS,104,P,GW,"STATESBORO, Bulloch County, GA",33.749,-84.388,26,0,0,Low,yellow
GA0310190,YORKTOWN SUBDIVISION,CWS,130,P,GW,"STATESBORO, Bulloch County, GA",33.559928341155185,-82.78753872326298,24,0,0,Low,yellow
GA0310191,HORIZONS WEST SUBDIVISION,CWS,216,P,GW,"STATESBORO, Bulloch County, GA",33.26813708198271,-83.09252769607721,69,0,3,Medium,orange
GA0310192,DRY BRANCH VILLAGE MOBILE HOME PARK,CWS,206,P,GW,"SANDERSVILLE, Bulloch County, GA",32.27981399885936,-83.12084182024866,2,0,0,Low,yellow
GA0310194,LUNDY TRAILER PARK,CWS,44,P,GW,"STATESBORO, Bulloch County, GA",32.56312879482306,-82.86569207769254,27,0,0,Low,yellow
GA0310195,COUNTRY WALK SUBDIVISION,CWS,328,P,GW,"STATESBORO, Bulloch County, GA",33.24745140540363,-84.06074955894245,9,0,0,Low,yellow
GA0310197,DEALS MOBILE HOME PARK,CWS,23,P,GW,"STATESBORO, Bulloch County, GA",33.38763397422354,-83.48222087304782,15,0,0,Low,yellow
GA0310198,HERITAGE MOBILE HOME PARK,CWS,362,P,GW,"STATESBORO, Bulloch County, GA",32.57341424544859,-83.5249565978105,35,0,0,Low,yellow
GA0310200,STANFORD SUBDIVISION,CWS,81,P,GW,"STATESBORO, Bulloch County, GA",32.0835,-81.0998,12,0,0,Low,yellow
GA0310201,OAK HILL MOBILE HOME PARK,CWS,26,P,GW,"STATESBORO, Bulloch County, GA",33.749,-84.388,26,0,0,Low,yellow
GA0310202,MIDDLEGROUND PLANTATION,CWS,143,P,GW,"STATESBORO, Bulloch County, GA",32.84800128350079,-83.43167527466962,13,0,0,Low,yellow
GA0310203,PRETORIA STATION/BROOKWOOD SUBDIVISION,CWS,333,P,GW,"STATESBORO, Bulloch County, GA",33.10310836723685,-83.7021146114629,32,0,2,Medium,orange
GA0310204,WESTOVER SUBDIVISION,CWS,179,P,GW,"STATESBORO, Bulloch County, GA",32.82260255715292,-84.30579902529888,44,3,2,High,red
GA0310205,BRADFORD PLACE,CWS,245,P,GW,"STATESBORO, Bulloch County, GA",32.25127053337551,-83.00063000221543,65,4,1,High,red
GA0310206,INMAN LAKES SUBDIVISION,CWS,47,P,GW,"STATESBORO, Bulloch County, GA",32.98365457394718,-82.48694193469413,19,4,0,High,red
GA0310207,GLEN OAKS SUBDIVISION,CWS,174,P,GW,"STATESBORO, Bulloch County, GA",32.452353365420805,-82.89560150352268,10,2,0,High,red
GA0310208,AMBERWOOD SUBDIVISION,CWS,434,P,GW,"STATESBORO, Bulloch County, GA",32.18099840706698,-82.38069626241872,3,0,0,Low,yellow
GA0310210,PATRIOT INN,TNCWS,115,P,GW,"REGISTER, Bulloch County, GA",32.45605305784091,-84.78113152984568,6,0,0,Low,yellow
GA0310211,OLD INDIAN TRAIL,CWS,273,P,GW,"STATESBORO, Bulloch County, GA",32.0835,-81.0998,15,1,0,High,red
GA0310212,WESTBORO APARTMENTS,CWS,86,P,GW,"STATESBORO, Bulloch County, GA",32.23176815890116,-83.10610457807648,17,2,0,High,red
GA0310213,CODY LANE MOBILE HOME PARK,CWS,54,P,GW,"BROOKLET, Bulloch County, GA",31.884575778908673,-84.83996581898485,13,2,1,High,red
GA0310215,PULASKI POINTE SUBDIVISION,CWS,120,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,14,0,0,Low,yellow
GA0310216,STAR LINE HEIGHTS APARTMENTS,CWS,32,P,GW,"STATESBORO, Bulloch County, GA",32.77281352265809,-83.4389185613706,12,0,0,Low,yellow
GA0310217,WILLOW POND,CWS,40,P,GW,"STATESBORO, Bulloch County, GA",32.942826463261056,-83.10827046882424,40,0,1,Medium,orange
GA0310218,W.M.SHEPPARD LUMBER COMPANY,NTNCWS,125,P,GW,"BROOKLET, Bulloch County, GA",31.936017240886784,-84.22624553583907,30,3,1,High,red
GA0310219,BROOK RUN SUBDIVISION,CWS,55,P,GW,"STATESBORO, Bulloch County, GA",32.16655282914419,-82.79403525090873,23,0,0,Low,yellow
GA0310220,PARKWAY PLACE SUBDIVISION,CWS,260,P,GW,"STATESBORO, Bulloch County, GA",33.40999481770705,-82.62015392954085,31,5,1,High,red
GA0310221,SOUTH SIDE WATER SYSTEM,CWS,55,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,14,0,0,Low,yellow
GA0310222,BROOKLET SOUTH SUBDIVISION,CWS,195,P,GW,"STATESBORO, Bulloch County, GA",33.04429946316539,-83.53534708142575,5,3,0,High,red
GA0310223,EAGLE VILLAGE MHP,CWS,205,P,GW,"STATESBORO, Bulloch County, GA",33.15303134196277,-81.95256759441725,61,6,0,High,red
GA0310225,MILL CREEK LODGE,TNCWS,44,P,GW,"STATESBORO, Bulloch County, GA",32.042157366857374,-83.99079219089067,7,0,0,Low,yellow
GA0310227,CAMBRIDGE SUBDIVISION,CWS,244,P,GW,"STATESBORO, Bulloch County, GA",32.79930980373013,-83.13946771075186,4,0,0,Low,yellow
GA0310228,BERKSHIRE SUBDIVISION,CWS,218,P,GW,"STATESBORO, Bulloch County, GA",33.35555381681959,-82.42615249010248,39,0,2,Medium,orange
GA0310229,PINE INN ESTATES,CWS,109,P,GW,"REGISTER, Bulloch County, GA",33.523001780328514,-83.04215845111476,70,3,1,High,red
GA0310230,BEAVER CREEK - CROSSWAY COTTAGES,CWS,403,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,25,0,0,Low,yellow
GA0310231,DOGWOOD ESTATES MHP,CWS,73,P,GW,"STATESBORO, Bulloch County, GA",33.20534584281752,-84.6809986214061,9,0,1,Medium,orange
GA0310232,BURKHALTER - SHADOWBROOK -TALON'S LAKE,CWS,1885,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,12,0,0,Low,yellow
GA0310235,OAKFIELD SUBDIVISION,CWS,161,P,GW,"STATESBORO, Bulloch County, GA",32.978475775719595,-83.73294439421142,9,0,0,Low,yellow
GA0310236,WHITE OAKS ESTATES SUBDIVISION,CWS,65,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,4,0,0,Low,yellow
GA0310237,BEAUMONT PLANTATION,CWS,143,P,GW,"STATESBORO, Bulloch County, GA",33.015373056220724,-83.92515473967329,33,0,0,Low,yellow
GA0310238,LEEFIELD STATION MOBILE HOME PARK,CWS,136,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,8,0,0,Low,yellow
GA0310239,LUKE ESTATES MHP,CWS,34,P,GW,"STATESBORO, Bulloch County, GA",32.859245307447914,-84.7379604068936,0,0,0,Good,green
GA0310241,SADDLE CREEK,CWS,164,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,36,0,0,Low,yellow
GA0310242,PARKVIEW SUBDIVISION,CWS,62,P,GW,"STATESBORO, Bulloch County, GA",31.88441754805401,-82.06880242251825,10,0,0,Low,yellow
GA0310243,PEBBLESTONE SUBDIVISION,CWS,125,P,GW,"STATESBORO, Bulloch County, GA",32.52600147473455,-83.12318458767659,15,0,1,Medium,orange
GA0310245,LAKEVIEW COMMONS,CWS,49,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,4,0,0,Low,yellow
GA0310246,JOHNSON RUN SUBDIVISION,CWS,318,P,GW,"STATESBORO, Bulloch County, GA",31.83055690296004,-83.37734133763304,3,0,0,Low,yellow
GA0310247,SMITH CREEK SUBDIVISION,CWS,75,P,GW,"STATESBORO, Bulloch County, GA",33.429697875397665,-82.7625421831041,57,0,0,Low,yellow
GA0310248,CARRINGTON SOUTH SUBDIVISION,CWS,227,P,GW,"STATESBORO, Bulloch County, GA",32.43105482893972,-83.62055269734738,23,0,1,Medium,orange
GA0310250,BUCKHEAD PLANTATION,CWS,25,P,GW,"STATESBORO, Bulloch County, GA",32.262295337550455,-83.64951888655854,3,0,0,Low,yellow
GA0310251,WAVERLY COVE SUBDIVISION,CWS,68,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,12,0,0,Low,yellow
GA0310252,EAST HAMPTON AT MILL CREEK,CWS,73,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,5,0,0,Low,yellow
GA0310253,FOREST HEIGHTS CENTER,NTNCWS,25,P,GW,"STATESBORO, Bulloch County, GA",33.10317297486358,-83.37663620684678,7,0,0,Low,yellow
GA0310255,WINDMILL PLANTATION SUBDIVISION,CWS,26,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,17,0,0,Low,yellow
GA0310256,WOODBRIDGE SUBDIVISION,CWS,247,P,GW,"STATESBORO, Bulloch County, GA",33.07679599486023,-82.66091374353859,12,0,0,Low,yellow
GA0310257,STILLWATER SUBDIVISION,CWS,26,P,GW,"STATESBORO, Bulloch County, GA",31.750385736491342,-82.9532791258813,72,0,6,Medium,orange
GA0310258,GRAYSTONE APARTMENTS,CWS,99,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,5,0,0,Low,yellow
GA0310260,SPENWAY SUBDIVISION,CWS,296,P,GW,"STATESBORO, Bulloch County, GA",32.39618056197844,-83.98937470275392,50,0,0,Low,yellow
GA0310261,STONEBROOK SUBDIVISION,CWS,299,P,GW,"STATESBORO, Bulloch County, GA",32.768189670139684,-82.45563788484802,12,0,0,Low,yellow
GA0310262,OAKWOOD SUBDIVISION,CWS,28,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,0,0,0,Good,green
GA0310265,WOODLAKE SUBDIVISION,CWS,88,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,0,0,0,Good,green
GA0310266,WILLIAMSBURG SUBDIVISION,CWS,70,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,0,0,0,Good,green
GA0310270,ALEXANDER FARMS SUBDIVISION,CWS,81,P,GW,"STATESBORO, Bulloch County, GA",31.97293535719014,-84.06060779932662,73,0,3,Medium,orange
GA0310271,WEDGEFIELD PLANTATION SUBDIVISION,CWS,49,P,GW,"STATESBORO, Bulloch County, GA",33.622864170649265,-82.62550470267193,2,0,2,Medium,orange
GA0310273,SANDALWOOD S/D,CWS,166,P,GW,"STATESBORO, Bulloch County, GA",32.94979614256833,-82.9870856248187,2,0,0,Low,yellow
GA0310274,COUNTRYSIDE-CYPRESS CROSSING-HAZELWOOD,CWS,694,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,7,0,0,Low,yellow
GA0310276,HINTERLAND TRAIL (NEVILS),CWS,62,P,GW,"STATESBORO, Bulloch County, GA",32.0692043757903,-82.48081377000373,44,0,0,Low,yellow
GA0310278,CHATHAM PLACE,CWS,156,P,GW,"STATESBORO, Bulloch County, GA",33.20506987960807,-83.17452205871788,8,0,0,Low,yellow
GA0310283,PINEMOUNT SUBDIVISION,CWS,263,P,GW,"SAVANNAH, Bulloch County, GA",32.0835,-81.0998,5,0,0,Low,yellow
GA0310291,LUCY LANE,CWS,47,P,GW,"STATESBORO, Bulloch County, GA",31.720290467340625,-84.87903457118651,2,0,0,Low,yellow
GA0310292,JOHNSON RUN PHASE III AND IV,CWS,338,P,GW,"STATESBORO, Bulloch County, GA",32.71453719006191,-81.97665801161463,0,0,0,Good,green
GA0310295,HIGH COTTON SUBDIVISION,CWS,140,P,GW,"BROOKLET, Bulloch County, GA",32.87691709139164,-83.3929944129076,9,0,1,Medium,orange
GA0310297,WEATHERSTONE SUBDIVISION,CWS,25,P,GW,"STATESBORO, Bulloch County, GA",31.91962274155772,-82.02690679119469,7,0,1,Medium,orange
GA0310301,COLEY BOYD ROAD WATER SYSTEM,CWS,25,P,GW,"STATESBORO, Bulloch County, GA",32.066864682191415,-83.70357825583046,14,0,0,Low,yellow
GA0310303,MAGNOLIA FARMS SUBDIVISION,CWS,62,P,GW,"STATESBORO, Bulloch County, GA",32.50137384467718,-84.49867398230388,2,0,2,Medium,orange
GA0310304,THE OAKS,CWS,25,P,GW,"STATESBORO, Bulloch County, GA",32.60810354893554,-82.69301506158652,10,0,1,Medium,orange
GA0310305,FRASER FIELD,CWS,63,P,GW,"STATESBORO, Bulloch County, GA",31.754391042562197,-84.3838082728235,0,0,0,Good,green
GA0310306,RIVER BLUFF WATER SYSTEM,CWS,35,P,GW,"ELLABELL, Bulloch County, GA",33.010573234161384,-84.61582704939393,8,0,0,Low,yellow
GA0310307,BURKTOWN SUBDIVISION,CWS,230,P,GW,"STATESBORO, Bulloch County, GA",31.955915530189955,-84.25677866636455,0,0,0,Good,green
GA0310308,SEE PINES APARTMENTS,CWS,35,P,GW,"STATESBORO, Bulloch County, GA",31.709496309479036,-84.39303412099412,1,0,1,Medium,orange
GA0330000,GIRARD,CWS,240,L,GW,"GIRARD, Burke County, GA",32.2459449364,-82.77758085329772,40,6,0,High,red
GA0330001,MIDVILLE,CWS,776,L,GW,"MIDVILLE, Burke County, GA",32.90853354755101,-82.24684639289278,84,3,3,High,red
GA0330002,SARDIS,CWS,1053,L,GW,"SARDIS, Burke County, GA",32.16457993730736,-84.89203104849406,108,12,0,High,red
GA0330003,VIDETTE,CWS,127,L,GW,"VIDETTE, Burke County, GA",33.027714064387766,-82.43030109016931,64,0,0,Low,yellow
GA0330004,WAYNESBORO,CWS,5900,L,GW,"WAYNESBORO, Burke County, GA",33.32108417646771,-83.24731874303485,43,0,0,Low,yellow
GA0330041,MADE IN THE SHADE,TNCWS,200,P,GW,"WAYNESBORO, Burke County, GA",33.09668773180613,-84.60695541827397,4,0,0,Low,yellow
GA0330044,KEYSVILLE,CWS,305,L,GW,"KEYSVILLE, Burke County, GA",33.02416164482114,-84.45062125943542,57,1,1,High,red
GA0330049,WESTERN ESTATES,CWS,78,L,GW,"WAYNESBORO, Burke County, GA",33.28241998034199,-82.35594991142112,72,2,6,High,red
GA0330051,ALLEN & AVNER RV PARK,TNCWS,300,P,GW,"WAYNESBORO, Burke County, GA",32.44578565024738,-81.94833021706411,3,0,0,Low,yellow
GA0330052,JOHNS RV PARK,TNCWS,40,P,GW,"WAYNESBORO, Burke County, GA",31.968770627801597,-83.84685635535608,0,0,0,Good,green
GA0330054,DYSON'S RV PARK,TNCWS,37,P,GW,"EVANS, Burke County, GA",32.64132310862025,-83.68145562341297,9,0,1,Medium,orange
GA0330055,FAITH CHRISTIAN ACADEMY,NTNCWS,111,P,GW,"WAYNESBORO, Burke County, GA",33.28824098135811,-82.11856384987873,6,0,0,Low,yellow
GA0330058,PLANT VOGTLE CAMPGROUND,TNCWS,30,P,GW,"WAYNESBORO, Burke County, GA",33.4331199082028,-83.88512120423849,12,0,2,Medium,orange
GA0330060,DOGWOOD RV PARK,TNCWS,110,P,GW,"WAYNESBORO, Burke County, GA",33.16853288602997,-83.26873904882666,33,0,0,Low,yellow
GA0330065,URBAN KITCHEN,TNCWS,75,P,GW,"WAYNESBORO, Burke County, GA",32.343863788752415,-83.14735284520017,11,0,0,Low,yellow
GA0330068,CROSS ROADS RV PARK WATER SYSTEM,TNCWS,30,P,GW,"WAYNESBORO, Burke County, GA",32.80423400838069,-82.5076840233634,4,0,0,Low,yellow
GA0330072,MORE THAN SWEETS CAFE,TNCWS,25,P,GW,"WAYNESBORO, Burke County, GA",31.68195147387389,-84.60431755652894,6,0,0,Low,yellow
GA0350000,FLOVILLA,CWS,1292,L,GW,"FLOVILLA, Butts County, GA",31.851785076453062,-83.9037005904714,7,2,0,High,red
GA0350009,GEORGIA DIAGNOSTIC CENTER,CWS,2800,S,SWP,"JACKSON, Butts County, GA",32.02154088408089,-83.18665898515744,78,1,1,High,red
GA0350047,DNR-INDIAN SPRINGS COTTAGE AR.,TNCWS,1000,S,GW,"STOCKBRIDGE, Butts County, GA",33.29372372052981,-83.92017029844052,10,0,0,Low,yellow
GA0350049,DNR-INDIAN SPRINGS TENT CAMP,TNCWS,1000,S,GW,"FLOVILLA, Butts County, GA",32.591589336024136,-83.32130729599791,8,0,0,Low,yellow
GA0350050,DNR-INDIAN SPRINGS VISITOR CTR,TNCWS,1000,S,GW,"FLOVILLA, Butts County, GA",32.404624295582124,-84.59374976611115,11,3,0,High,red
GA0350051,BUTTS COUNTY/JACKSON/JENKINSBURG WS,CWS,31171,L,SW,"JACKSON, Butts County, GA",32.245110267878204,-82.0322331185568,26,12,0,High,red
GA0370000,ARLINGTON,CWS,1220,L,GW,"ARLINGTON, Calhoun County, GA",32.22111691405483,-84.58195308875119,79,17,3,High,red
GA0370001,EDISON,CWS,1382,L,GW,"EDISON, Calhoun County, GA",32.310354137250364,-82.52973004685802,84,0,3,Medium,orange
GA0370002,LEARY,CWS,597,L,GW,"LEARY, Calhoun County, GA",32.37043738684056,-83.78205437522757,28,0,0,Low,yellow
GA0370003,MORGAN,CWS,321,L,GW,"MORGAN, Calhoun County, GA",32.631220663752515,-83.59146040378768,56,2,0,High,red
GA0370005,NOTHING FANCY CATFISH HOUSE,TNCWS,74,P,GW,"LEARY, Calhoun County, GA",32.63679474021605,-83.44548995248162,8,0,0,Low,yellow
GA0370007,MORGAN STATE PRISON,CWS,1651,L,GW,"MORGAN, Calhoun County, GA",32.33809355953199,-83.72803253753096,11,0,0,Low,yellow
GA0390000,KINGSLAND,CWS,22448,L,GW,"KINGSLAND, Camden County, GA",32.178924457292936,-82.70321301049017,59,38,0,High,red
GA0390001,ST. MARYS,CWS,19408,L,GW,"ST. MARYS, Camden County, GA",33.488223968223906,-83.38037332242489,330,21,5,High,red
GA0390002,WOODBINE,CWS,1456,L,GW,"WOODBINE, Camden County, GA",33.10128855228926,-82.02774418571,24,2,2,High,red
GA0390003,DNR-CROOKED RIVER STATE PARK,TNCWS,100,S,GW,"STOCKBRIDGE, Camden County, GA",33.47946944749078,-83.8737125093543,31,12,0,High,red
GA0390004,CINS-NIGHTINGALE,TNCWS,26,F,GW,"SAINT MARYS, Camden County, GA",32.33159792153417,-82.05260987329382,11,0,0,Low,yellow
GA0390013,USN-KINGS BAY SUBMARINE BASE,CWS,9730,F,GW,"KINGS BAY (U.S. NAVY), Camden County, GA",32.847208625035336,-82.78537730337796,44,22,0,High,red
GA0390043,ELLIOTT`S BLUFF,CWS,397,P,GW,"SAINT MARYS, Camden County, GA",32.0835,-81.0998,15,4,0,High,red
GA0390046,EPISCOPAL CONFERENCE CENTER,TNCWS,25,P,GW,"WAVERLY, Camden County, GA",33.10263058952251,-83.86799259727697,73,10,0,High,red
GA0390049,"CAMDEN CO.-FLEA HILL RECREATION, INC.",CWS,70,P,GW,"WOODBINE, Camden County, GA",31.859420649823385,-83.8907064183459,246,3,1,High,red
GA0390054,A BIG WHEEL RV PARK,TNCWS,100,P,GW,"ST. MARYS, Camden County, GA",33.0943800744622,-83.00702073398804,3,0,0,Low,yellow
GA0390056,SANCTUARY COVE WATER SYSTEM,CWS,510,P,GW,"SAVANNAH, Camden County, GA",32.0835,-81.0998,4,0,0,Low,yellow
GA0390059,RIVER PLACE PLANTATION,CWS,25,P,GW,"SAVANNAH, Camden County, GA",32.0835,-81.0998,2,0,0,Low,yellow
GA0390066,DAVIS BLUFF ESTATES,CWS,100,L,GW,"SAVANNAH, Camden County, GA",32.0835,-81.0998,0,0,0,Good,green
GA0390069,ESTATES AT SANCTUARY COVE,CWS,47,P,GW,"WAVERLY, Camden County, GA",32.0835,-81.0998,0,0,0,Good,green
GA0430000,METTER,CWS,4776,L,GW,"METTER, Candler County, GA",33.41161398193367,-83.91654508570679,32,9,0,High,red
GA0430001,PULASKI,CWS,280,L,GW,"PULASKI, Candler County, GA",31.969769673106597,-84.28039674514315,22,0,0,Low,yellow
GA0430015,EXCELSIOR E.M.C.,NTNCWS,25,P,GW,"METTER, Candler County, GA",31.831843347449606,-84.3571796704298,10,0,3,Medium,orange
GA0430024,MAGNOLIA BLUFF SUBDIVISION,CWS,107,P,GW,"STATESBORO, Candler County, GA",33.0029989327445,-83.1368976593688,12,0,0,Low,yellow
GA0430025,COLEMAN ESTATES MOBILE HOME PARK,CWS,73,P,GW,"METTER, Candler County, GA",32.68046989182692,-83.0180705360077,94,0,0,Low,yellow
GA0430026,CANOE LAKE ESTATES S/D,CWS,60,P,GW,"STATESBORO, Candler County, GA",31.887659108791553,-82.36385925186133,16,0,2,Medium,orange
GA0430028,PULASKI WOODS,CWS,26,P,GW,"STATESBORO, Candler County, GA",31.896882410091234,-82.8623937990949,4,0,0,Low,yellow
GA0430029,CREEKSIDE MANOR,CWS,62,P,GW,"STATESBORO, Candler County, GA",32.11143426348543,-84.07204981984671,4,0,0,Low,yellow
GA0430031,SOUTHERN MANOR AT CANDLER,CWS,25,P,GW,"METTER, Candler County, GA",32.53296544141008,-82.64973109496263,12,2,0,High,red
GA0430032,BEAVER RUN RV PARK,TNCWS,30,P,GW,"METTER, Candler County, GA",32.18874250335573,-82.12234222470629,7,0,3,Medium,orange
GA0450000,BOWDON,CWS,6180,L,SW,"BOWDON, Carroll County, GA",32.97998694341031,-84.36975430146387,63,35,0,High,red
GA0450001,CARROLL COUNTY,CWS,51592,L,SW,"CARROLLTON, Carroll County, GA",32.35407361349882,-84.52678814186034,48,17,0,High,red
GA0450002,CARROLLTON,CWS,25200,L,SW,"CARROLLTON, Carroll County, GA",32.996392492314236,-83.2390387803916,38,17,0,High,red
GA0450003,MOUNT ZION,CWS,1691,L,SWP,"MOUNT ZION, Carroll County, GA",33.202341412757505,-83.23027011640472,24,0,0,Low,yellow
GA0450004,ROOPVILLE,CWS,252,L,GW,"ROOPVILLE, Carroll County, GA",33.43409526277143,-84.14337337322836,71,3,0,High,red
GA0450005,TEMPLE,CWS,5708,L,SWP,"TEMPLE, Carroll County, GA",33.426509644306705,-84.74810793360493,54,7,3,High,red
GA0450006,VILLA RICA,CWS,15667,L,SW,"VILLA RICA, Carroll County, GA",33.061103501485306,-84.50265260626962,94,2,0,High,red
GA0450007,WHITESBURG,CWS,931,L,SWP,"WHITESBURG, Carroll County, GA",31.786516714737804,-84.24030138609247,28,0,0,Low,yellow
GA0450028,WOODLAND CHRISTIAN CAMP,TNCWS,275,P,GW,"TEMPLE, Carroll County, GA",33.14780525772013,-84.19639168104072,41,17,0,High,red
GA0450032,COOKS MOBILE HOME PARK,CWS,122,P,GW,"CARROLLTON, Carroll County, GA",33.16742575189459,-84.23131824637673,57,0,4,Medium,orange
GA0450045,VILLA FOREST MOBILE HOME PARK,CWS,73,P,GW,"VILLA RICA, Carroll County, GA",33.255733689048085,-83.97091996109341,54,0,3,Medium,orange
GA0470000,CATOOSA UTIL. DIST. AUTHORITY,CWS,56670,L,SWP,"RINGGOLD, Catoosa County, GA",33.30603547421735,-83.93093893000969,7,0,0,Low,yellow
GA0470001,FORT OGLETHORPE,CWS,8800,L,SWP,"FORT OGLETHORPE, Catoosa County, GA",32.986091783038425,-84.20593463649517,32,11,0,High,red
GA0470002,RINGGOLD,CWS,2743,L,SW,"RINGGOLD, Catoosa County, GA",31.88421512670091,-83.64578722606836,55,41,0,High,red
GA0490000,FOLKSTON,CWS,4641,L,GW,"FOLKSTON, Charlton County, GA",33.03187144255731,-83.14727750897707,17,9,0,High,red
GA0490001,ST. GEORGE SCHOOL,NTNCWS,227,L,GW,"SAINT GEORGE, Charlton County, GA",32.786427127219824,-84.78026685479298,39,9,1,High,red
GA0490003,DNR-STEPHEN C. FOSTER ST. PARK,TNCWS,100,S,GW,"STOCKBRIDGE, Charlton County, GA",32.98191433732429,-83.7345468601664,8,0,0,Low,yellow
GA0490008,SUWANEE CANAL RECREATION CTR.,TNCWS,591,F,GW,"FOLKSTON, Charlton County, GA",32.858766144564406,-82.41320102115911,12,0,0,Low,yellow
GA0490012,TRADERS-HILL RECREATION AREA,TNCWS,200,P,GW,"FOLKSTON, Charlton County, GA",31.730674517376844,-82.17043493502437,58,19,0,High,red
GA0490017,HOMELAND,CWS,961,L,GW,"HOMELAND, Charlton County, GA",32.50591719730861,-82.44215577109668,96,52,0,High,red
GA0490020,HOMELAND ROBIN LANE WATER SYSTEM,CWS,35,L,GWP,"HOMELAND, Charlton County, GA",33.2407059844011,-83.94427195432759,13,0,0,Low,yellow
GA0490022,THE FARM AT OKEFENOKEE,CWS,365,P,GW,"FOLKSTON, Charlton County, GA",32.0533004061937,-84.02384688138332,0,0,0,Good,green
GA0510000,GARDEN CITY,CWS,9000,L,GW,"GARDEN CITY, Chatham County, GA",32.0835,-81.0998,34,12,0,High,red
GA0510001,POOLER,CWS,21187,L,SWP,"POOLER, Chatham County, GA",32.0835,-81.0998,25,13,0,High,red
GA0510002,PORT WENTWORTH,CWS,11000,L,SWP,"PORT WENTWORTH, Chatham County, GA",32.0835,-81.0998,30,5,0,High,red
GA0510003,SAVANNAH-MAIN,CWS,168958,L,GW,"SAVANNAH, Chatham County, GA",32.0835,-81.0998,29,3,0,High,red
GA0510004,SAVANNAH-I & D,CWS,10500,L,SW,"PORT WENTWORTH, Chatham County, GA",32.0835,-81.0998,61,0,0,Low,yellow
GA0510005,TYBEE ISLAND,CWS,8047,L,GW,"TYBEE ISLAND, Chatham County, GA",32.0835,-81.0998,18,3,0,High,red
GA0510006,THUNDERBOLT,CWS,2668,L,GW,"THUNDERBOLT, Chatham County, GA",32.0835,-81.0998,72,4,1,High,red
